,Composition,Formation Energy Per Atom,Corrected Energy
265260,As13Ni15Rh5Th6,-0.7403,-257.4481
265261,Ga1Hg2Pt3Sm3,-0.8898,-44.0125
265262,Ce2Co2Ge2H4,-0.6397,-55.2964
265263,Dy1Ga3Ir4Si1Tb1,-0.8586,-67.6906
265264,Ag4Br8Co1Zn1,-0.7889,-43.8378
265265,Ho1Pa2Zn11,-0.2014,-40.2888
265266,Fe2O14P4Tl4,-2.2067,-170.2723
265267,Ga1Nd1Ni3Rh1,-0.5049,-35.5304
265268,Al6Nd1Ni9Y2,-0.5972,-102.9446
265269,As6Pd21Th2,-0.5359,-167.1019
265270,Dy2Fe1Ir3,-0.7301,-48.5795
265271,Dy6Ho2Pb1Sc12Si15,-0.8028,-226.7875
265272,B4Hf3Ru10Ta1Ti2,-0.6894,-190.7703
265273,Li14Pt2Sn8Sr6,-0.5481,-97.5656
265274,La7Pb6Ru2Yb3,-0.5306,-89.5455
265275,C2Ho1I10Tb5,-1.4411,-87.388
265276,Br6Ir1Os1Te12,-0.6272,-80.151
265277,Ga4N4Pd4Ta12,-0.7757,-227.0885
265278,Al2As8Na6Sr6,-0.8595,-81.7453
265279,As1Be1Hf6N2,-1.108,-95.8947
265280,Er6Ho2In8Pd4Y2,-0.6982,-107.5979
265281,Gd2Na6O30Si12,-3.1598,-407.6872
265282,La2P12Pd3Pr3Ru16,-0.8497,-283.6947
265283,Nd2Os1Pt3Si2Zn2,-0.9061,-61.4078
265284,Al6C6Lu1Pu1,-0.2635,-100.312
265285,Al20Fe1Ni1Rh6,-0.6653,-151.9752
265286,F7H4Ir1,-1.7057,-56.2579
265287,Au4Be8Rh1Ru3,-0.3133,-83.2119
265288,Ga6Lu16Ni2,-0.4417,-112.6658
265289,Fe1Sb2Sc3Tm1Y2,-0.6774,-59.2305
265290,Cu9Eu2Ir1,-0.1731,-68.3924
265291,Ga4La3Pr1Rh4,-0.828,-71.0948
265292,Dy3Er14Pb16Tm3,-0.5036,-168.7275
265293,Cu2La2O8Pd2,-2.0269,-96.3902
265294,Bi1Hg2Mg3Nd3,-0.476,-27.887
265295,B1Br20Ho2Rb8Tm4,-2.0463,-145.9525
265296,La16Li2Mg2Os4,-0.1273,-133.9603
265297,B4Lu6Rh10,-0.8768,-145.0229
265298,Bi5Ga2Hg1Zr10,-0.4708,-119.761
265299,Fe1Os2Rh1Sb12,-0.2285,-91.4928
265300,Er2Ho8P2Pb6,-0.8049,-93.3853
265301,Hf3Lu5Sn6Zr2,-0.5716,-102.7752
265302,Ga8Ta4Ti6,-0.3997,-126.2235
265303,Dy1O14Sb3Sn1Yb3,-2.7943,-156.3683
265304,Hf10In5Se1Sn1,-0.3404,-126.6232
265305,Ca2Nd8Pb6Se2,-0.9548,-88.6104
265306,Ce2Cu1Os3P4,-0.7656,-78.957
265307,Cd8Dy1Ni4Tm9,-0.3929,-84.0367
265308,I10Ni1Sm3Tb3,-1.4321,-73.4248
265309,Ho4Pt4Tb1Y3,-0.949,-78.0352
265310,Ce3Er1Ga4Ir4,-0.8666,-80.2324
265311,Al4Ho10Pt3Ru1Y6,-0.5776,-140.9553
265312,Be4Br16Cs4K4,-1.8146,-99.9798
265313,Ga6Pr8Si10Y12,-0.6956,-213.3069
265314,Co4Ge1Os1Sc12,-0.3891,-127.2763
265315,Ag1In1Li1Nd1,-0.391,-13.8253
265316,Pa6Tc6Tm4,-0.2887,-141.7741
265317,Mn1Na1Os1Ru2Sb12,-0.2753,-94.4887
265318,H6Li1Pd1Pt1Yb1,-0.5846,-40.9012
265319,Er11Pd1Tc3Y1,-0.2342,-96.7203
265320,As5Be1Pd20Sm3,-0.6143,-162.6032
265321,Cd1Co6Er4Ho3Sn22,-0.3962,-178.064
265322,O2Sc4Sn6Tm6,-1.3428,-110.3078
265323,Er10Hg3Mg1Rh4Tb6,-0.5203,-117.9385
265324,Be4Ce1Na1P4,-0.5778,-49.6488
265325,B4Mg2Rh10Tb2Tm2,-0.7713,-137.208
265326,Ni2Rb4Se8V2,-1.119,-79.5212
265327,F24Mo3Te1,-2.5413,-152.7114
265328,Br18Cs6Dy3Sm1,-2.2486,-116.3362
265329,Al20Ce1Os4Tb1,-0.462,-142.4008
265330,Ag16As8Se16,-0.2905,-150.147
265331,B20Lu1Mg2Ta7,-0.6255,-243.0799
265332,Cd4Co4Ho7Y9,-0.2501,-128.4028
265333,Cd22La6Na1Se1,-0.4208,-67.3659
265334,Dy1Pb6Tm2Zr7,-0.3415,-101.1322
265335,Au2Er2Ir10Tm18,-0.8594,-212.1341
265336,N8Na2Re2Sr4,-0.9029,-115.4309
265337,Er11In9Pd1Ru3,-0.5294,-120.7178
265338,Dy12Ir9Rh3Y8,-0.7902,-233.9387
265339,Ba2Cr8N14Th2,-0.9768,-237.9968
265340,Er6Fe1O12Tm1,-3.7729,-175.1856
265341,Al15Ga3Ir6La4,-0.8187,-160.9675
265342,Er9Ge1Ho1Si5,-0.7091,-88.7865
265343,Au4Bi2Dy8Mg1Tm1,-0.7091,-75.1518
265344,Os6Re1Tb4Tc1,-0.2869,-112.1491
265345,Al20Ho5Os8Si4Y1,-0.6458,-240.3495
265346,As6Li1Pd20Pr2,-0.5481,-158.9175
265347,Li6N6Pu2Yb1,-1.0382,-107.1204
265348,Co7Dy4Mn1O20,-2.187,-246.2915
265349,Cl16Fe4Mg2,-1.4833,-99.2889
265350,Al18Ir6Lu2Sc1Zr1,-0.8377,-167.8285
265351,Pr1Sb6Yb7,-1.1143,-55.9323
265352,Al3Dy1Ru3Tb1U1,-0.5989,-64.9828
265353,Co2Dy3Lu7Ru2,-0.3188,-82.6952
265354,Fe4O16Rb8Si4,-2.3698,-218.4259
265355,Ca1Cd1Cl16Fe1Ga3,-1.6771,-86.9565
265356,Ga4Lu16Mg4Sn12,-0.6093,-160.5074
265357,Hg3Ho12Mg1Rh4Tm4,-0.5216,-117.3792
265358,Ca8Nd1Pt6,-0.8767,-70.3887
265359,Ag3In1Yb1Zn1,-0.3118,-15.9192
265360,Ba8Fe4Ho1O20Y3,-2.9375,-277.9224
265361,P1Pb1S15Ti12,-1.6238,-213.009
265362,Al11Cr2Rh1Ru1,-0.3982,-83.1198
265363,H2Sb6Yb10,-1.0488,-65.8345
265364,Er1O14Ru4Tb1Yb2,-2.485,-173.3208
265365,Cd4Dy6Pt1Ru3Tm10,-0.4283,-120.2629
265366,Bi2Dy1Er9In4,-0.4864,-72.2847
265367,Cu1S1Sn6Th10,-0.7314,-119.5976
265368,Bi4Ge4Na4O16,-1.9887,-174.1946
265369,Ho8P1Si15Ta12,-0.7879,-294.1093
265370,Li4Nd3Si8Y1,-0.5566,-80.7148
265371,Dy4Ho1Ir17Mn2P12,-0.8505,-287.164
265372,Ag1Er3Mg3Os1Tl1,-0.273,-37.3822
265373,Mn1Te16,-0.3626,-65.6196
265374,Be2Nd1Pt3,-0.9468,-36.1404
265375,B14Re2Tm5Y1,-0.6562,-161.6815
265376,Cl12Ir1La12Os3,-1.8296,-175.164
265377,Bi11Lu11Tm9Zn1,-0.577,-152.528
265378,Li4O12Pd2Te2,-1.6231,-116.1202
265379,Os1Ru3Tb2Y10,-0.2902,-117.6264
265380,Ag20Mg6Pr8,-0.2803,-114.0308
265381,Co18P12Sm4Th2,-0.901,-259.0477
265382,Re3Sc1V1Zr1,-0.3747,-63.5461
265383,I3O24Ti1Y8,-2.8338,-284.9684
265384,Hg3Mg1Pr6Rh4Tb10,-0.4848,-118.6329
265385,Ga24La4Pd1Rh1,-0.4717,-119.1146
265386,Eu4Ge3O14Ta1,-2.918,-200.3615
265387,K10Nd2O8,-1.9372,-98.9678
265388,Bi2Ga3Ru1Y10,-0.6007,-100.4151
265389,Rb4S24Sb4,-0.7279,-143.0059
265390,Ba6Cd1Ni1O18Os4,-2.2133,-218.5901
265391,As2Cu2P2Tb1Th1,-0.8927,-47.5334
265392,Br12Co1Ho4Y2Yb1,-1.9776,-99.1057
265393,B2Ce2N4Nd1,-1.5359,-77.1625
265394,Ca6Pd4Pr1Si12Th1,-0.7519,-128.0974
265395,Be1Er6Pt8Si11,-0.9876,-165.0698
265396,B24Ir1Lu8Mo2Ru1,-0.7006,-261.4984
265397,Fe20P12Pa2Pu2,-0.7055,-307.3237
265398,S1Sb6Ti10,-0.7551,-120.7025
265399,Be3Fe1Si12Th8,-0.6292,-159.2029
265400,Hg3Nd6Tl7,-0.4058,-52.5438
265401,Cd2Ni2O8Pb1Sn1,-1.5175,-81.9564
265402,O14Os3Ru1Sm1Yb3,-2.4207,-174.8204
265403,B24Tc4Th1Y7,-0.6498,-277.8197
265404,Dy3Ho1Li4O16Si4,-3.432,-223.0029
265405,Ca2H12Li2Ni3,-0.4674,-74.7628
265406,Au20Li4Tb9Th3,-0.7873,-165.4205
265407,B24Er7Ir4Y1,-0.665,-258.0402
265408,F1I2N1Nd2,-2.3138,-36.715
265409,Dy4Pd15Ti1,-0.8474,-120.9684
265410,Co16Mn4P12Sm4,-0.83,-264.095
265411,Gd1Ge4P1Rh5,-2.5581,-102.9417
265412,Ac8Bi2Li8Pb6,-0.5735,-92.0856
265413,Mn8N16Na11Sr1,-0.5618,-243.1416
265414,Cu1Pd1Sb4U2,-0.4492,-51.9712
265415,Hf4P1Si3Ta2,-0.8586,-93.82
265416,Co16Fe7Hf5Nb1,-0.2555,-240.3193
265417,Al1Ga3Ru6Tm10,-0.5457,-124.1489
265418,Ca3O14Pb1Rh4,-1.8525,-149.2129
265419,In2Lu10Ni1Tb2Tc2,-0.2878,-91.3758
265420,Ir4Sm2Tb2Zr4,-0.7107,-96.7783
265421,Ce6Er2H24,-0.6632,-147.3804
265422,Al1Ge1I2La2,-1.2357,-28.703
265423,Ga1Nb3P2Ti3,-0.818,-75.2074
265424,B24Os3Tm8W1,-0.6848,-267.4046
265425,Cr1Mn3Zr2,-0.1712,-55.2619
265426,I20K8Np2Sm2,-1.5723,-125.009
265427,Bi11Lu18Pt1Sc2,-0.6355,-163.2405
265428,Os2Pt3Ru3Sc22,-0.5504,-224.3169
265429,Co10Fe6Ho6P12Ru2,-0.9459,-266.9589
265430,Dy2Ga1Tb2Tc7,-0.2499,-97.0334
265431,As3Lu4Se1,-1.6239,-48.5486
265432,Br7Mn4O1,-1.3686,-69.4777
265433,Hf6N4Pt8Ti4Zr6,-1.2657,-259.9632
265434,F8O4Rb2Tc2,-2.4447,-96.8806
265435,Cd4Ni4Tb3Tm11Y2,-0.3118,-110.3662
265436,Lu1Pb6Pr8Y1,-0.5359,-80.0856
265437,Nb1Os12Ta17,-0.3261,-356.1945
265438,B8Co20Tb8,-0.3915,-246.7714
265439,Ag3Hg1N8O24,-0.7214,-220.2149
265440,Hg2Os4Tm10,-0.3806,-96.3648
265441,C8Os4Yb8,-0.1802,-134.6439
265442,Mo2Ni16P12Sc6,-0.9334,-250.7296
265443,C4Cd4Er12Hg8,-0.42,-109.5997
265444,Er7Ge16Pa1Ta12,-0.5799,-278.6275
265445,Bi2Hf3Ti3Zn1,-0.176,-64.1816
265446,Ir12Li1Nd17Tm2,-0.6469,-218.6803
265447,I2La4Si2Zn2,-0.9732,-45.8939
265448,Dy2Fe11Ni1P7,-0.7294,-161.3752
265449,Cd4Er4Lu12Pt1Ru3,-0.4363,-120.5782
265450,Ba4Dy1O8Sb1,-3.0294,-98.4073
265451,Ag8As4Rb4S12,-0.6456,-112.9325
265452,Dy5Er5Ir4Tm2,-0.6069,-99.888
265453,Hf8Nb12Pt1Si15,-0.7976,-317.0384
265454,Cu12Dy2Tm1,-0.2227,-66.2208
265455,Ag1Al2Si1Sr1,-0.337,-19.1233
265456,Ga23Pt9Y4Zn1,-0.7,-177.3105
265457,Au1Ga4Mn1Zr1,-0.3721,-35.7005
265458,Br12Fe1Na1Pr6,-1.926,-96.6406
265459,Er2O12Sb2Yb4,-3.2753,-148.4334
265460,Ag5Nd1S6Sr2,-1.2301,-64.3493
265461,As8Cu4Sm3Th1,-0.8232,-88.4099
265462,Mn1O6Sb1Tm1,-2.5449,-70.3583
265463,Co2Dy6Ho6Rh2,-0.347,-89.6323
265464,B4Co3Fe8Lu3,-0.3626,-135.8915
265465,Cd2Hg2Nd16Ni4,-0.2646,-108.2151
265466,Cd4Ho9Ni2Os2Tb7,-0.3052,-118.7143
265467,Au2P2Rb4S8,-1.0248,-70.7853
265468,B16Er2Tc4U2,-0.6142,-194.7726
265469,Dy6Pd1Pt7Si8Yb2,-1.1447,-149.2703
265470,Cu6Dy3Er1Zn28,-0.2591,-88.1014
265471,Br10Fe1Ho4Nd2,-1.8691,-84.4804
265472,I12Pt1Rb4Tc1,-1.018,-56.966
265473,Cl15Dy1S1Th5,-2.521,-129.0019
265474,B14Ho2Re2Tm4,-0.6539,-159.8538
265475,Au4Ce1Cl24Pr3,-1.7676,-134.2986
265476,Br16K4,-1.1721,-54.0744
265477,Ca12Ga12Np3O48Sn5,-2.822,-582.5579
265478,As6Cs2K1Pr1S12,-0.9398,-105.9489
265479,As4C4Fe8Mo12,-0.1356,-257.2478
265480,Dy4Er1O12Tc2,-3.3427,-166.6035
265481,Ir3Nb1Os1Si4Ta3,-0.7664,-114.3157
265482,Co4Ho1Lu6Sb8Tb1Tm12,-0.7437,-175.3171
265483,B24Pr4Re4Tm4,-0.5915,-268.4057
265484,Bi10Er6Ir2Tm14,-0.6968,-168.9417
265485,Ag4Ca2Ga8Lu2,-0.4433,-55.7002
265486,Ir20P13Tb6,-0.8586,-308.4335
265487,Ir6Pr3Sn6Y2Zr1,-0.7945,-127.2123
265488,In2Tb3Y1Zn10,-0.3802,-44.554
265489,Al7Dy4Ga10Ir6Si1,-0.7711,-154.9751
265490,Mn4Nb1P4Ta1Ti2,-0.9135,-107.0136
265491,Ba6Cd2O12Rh2,-2.2751,-137.5149
265492,Ge7In1Pd8Yb12,-0.8329,-118.3473
265493,Li6Rh12Ti2W4,-0.3626,-176.1519
265494,Co16Ho3P12Tc4Tm1,-0.8768,-269.9239
265495,Ga15Ir6Si3Tb3Yb1,-0.6842,-149.3289
265496,Ag1Ho1Sc11Si16Y7,-0.8176,-238.5765
265497,Dy1Sb2Tm1Zr2,-0.8534,-39.5566
265498,Au1Ga8Os3Th3,-0.4911,-90.7883
265499,Co1P12Rh17Sm2Y4,-1.0607,-270.7495
265500,B24Dy2Lu4Ru4Yb2,-0.6878,-252.5415
265501,Ce1Ir18Tb2Th3,-0.674,-212.7105
265502,B2Ga4Nb6Si2V4,-0.553,-143.2195
265503,Ag4Dy16Ir1Ni3,-0.3449,-119.4952
265504,Lu2Sn6Y8,-0.7565,-96.9357
265505,Co17Dy2Ho4Li1P12,-0.9542,-249.6033
265506,Er3O14Rh4Sm1,-2.5088,-172.345
265507,Er2Os7Sc1Tm2,-0.3721,-107.4765
265508,Au1Cu2Nd1Pt2,-0.6119,-32.0535
265509,B12Re6Tb1Y3,-0.5281,-190.4721
265510,Ce18Ir8Os4Tm2,-0.5402,-248.652
265511,Fe1Ni1Os6Yb4,-0.1453,-89.516
265512,Eu2Hg2Nd2Pt4,-0.8968,-63.9791
265513,Bi1Er12Fe4Ir1,-0.2847,-106.5463
265514,B2Mg2Ni7Sm1,-0.3725,-66.2092
265515,Ag6F18Mn1Tc2,-1.9792,-134.7245
265516,Al20Dy1Ru4Sr1,-0.4784,-130.7433
265517,Er2Ga20Pa8Tb2,-0.4524,-169.56
265518,Al18Ce1Pd6Sr3,-0.6027,-126.3758
265519,Co15Eu1Fe3P12Tb5,-0.9335,-264.0635
265520,B12Gd1K1,-0.3108,-99.6907
265521,Ag4Cs2Nb1Te8V1,-0.6563,-67.9536
265522,Al4Ho15Ir4Tb1,-0.5572,-137.0786
265523,Pt6Tm1Yb8,-1.0693,-69.2584
265524,In7Sb9Sc12Y8,-0.8338,-214.1603
265525,Er2Os2Tc2Tm10,-0.2303,-100.7538
265526,As1Ga1Sn6Zr10,-0.7211,-130.2023
265527,F2Gd2Mo4O14,-2.601,-201.8518
265528,Au2In1Pd1Pt2Sm3,-0.9186,-49.0444
265529,Au2Ga1Pd22Sm8,-0.8451,-189.1708
265530,Lu4Sb1Si5Tm6,-0.7414,-88.0575
265531,Hf16P2Re5Sc2W3,-0.4118,-295.4328
265532,Ga3Os1Rh2Th3,-0.7757,-64.2631
265533,Be2Dy1Si2Y1,-0.6375,-33.2276
265534,Ca1Cd3O14Sb3Ta1,-2.2232,-147.2006
265535,Ba4Ir1Os4Pt3Si8,-0.7309,-137.6563
265536,Pa2Pd1Se6,-1.4283,-58.0393
265537,Ho2Lu2Sb6Y6,-0.9982,-97.7514
265538,Fe4Ir12P12Tb4W4,-0.8325,-305.2416
265539,Fe2Ir2Sb12Sr1,-0.4592,-93.66
265540,Dy1La6Rh6Y2,-0.7009,-101.8549
265541,Ac8Nd6Pt6,-0.7444,-112.8911
265542,Li4Nd1Pr1Si8Sm2,-0.551,-78.8407
265543,Ca2Ho2Li4Si8,-0.4572,-71.5287
265544,Bi6Ca2Ce1Yb5,-0.9389,-54.127
265545,Dy4F28Hf1Ru3,-3.4237,-232.9824
265546,Pd5Pt1Yb9,-0.8313,-58.297
265547,Ga1Ge12Nb12Si3U8,-0.485,-303.7881
265548,C12Ca1Mn2Tb5V2,-0.3456,-179.9938
265549,Bi11Cs12Hf4Na8Sb1,-0.3999,-122.4685
265550,In4Ni1Pd1Tm3,-0.5929,-40.7308
265551,Ga2Sn6Ti10,-0.4492,-117.1537
265552,Co4Fe4Ho2O20Y2,-2.235,-254.8902
265553,Er1La1Pd20Si6Tb1,-0.834,-174.4725
265554,Co10K4S10,-0.818,-136.5225
265555,B24Pu4Re4U4,-0.5666,-332.7171
265556,In8Lu9Pt2Ru2Tb1,-0.6535,-112.4044
265557,Mn5P7Rh7Tm2,-0.8652,-162.3735
265558,B24Ho4Lu4Re2Tc2,-0.7053,-267.7208
265559,Cd6Lu18Re2Sc2,-0.1921,-129.8485
265560,Mo1Te16,-0.3308,-66.762
265561,Cl8S32V2,-0.7705,-197.6836
265562,B14Dy1Os1W1Y5,-0.6042,-167.929
265563,Ho4Np2O12Tb1,-3.8886,-182.118
265564,Bi8Co1Er15Ir3Tb5,-0.7134,-179.2609
265565,Cs8Ni2Se16V4,-1.1862,-146.5804
265566,Ho4Rh7Sb5Zn1,-0.8561,-106.3387
265567,Ba2H12K1Pt2,-0.543,-67.0333
265568,Au3Co4Mg1Tb16,-0.3413,-122.1957
265569,Co4La1P4Pa1,-1.0066,-74.6035
265570,Al18Dy2Er1Rh6Th1,-0.8211,-155.7913
265571,Co6O12Tb1Yb1,-1.8966,-146.131
265572,Dy2Ho4Li8Sb3Sn5Y2,-0.7596,-106.4128
265573,Br18Cr1Cs6Ir2Sc1,-1.6114,-113.6179
265574,Ir1Pa2Tb2Tc7,-0.2929,-113.1759
265575,Al2C6Nb4Ta2Ti2,-0.6553,-153.2487
265576,Bi12Lu15Tm5,-0.5891,-155.7248
265577,Ag3Li1O6Pd2,-0.9228,-61.5275
265578,Dy7Ho3In3Ni4Tl5,-0.451,-99.0999
265579,Bi6Ca2Sc2Yb4,-0.8173,-57.6173
265580,Co4Sn1Tm10Y2Zn1,-0.3273,-97.2851
265581,Ni2Pu1Sb4Sm1,-0.7036,-52.6919
265582,Eu1H6Ir1Li1,-0.6509,-47.2537
265583,B16Ce2Os4Y2,-0.5632,-190.0956
265584,B24Er8Mn2Rh2,-0.6649,-253.8359
265585,Ca4O24Pr4Ti4V4,-3.3839,-349.1702
265586,Dy2Mg3Pa2Rh4Zn1,-0.6233,-71.2398
265587,As1Hf3Ni1Os3P1,-0.764,-86.282
265588,Ac1Ag1Li2P2,-0.8421,-26.6506
265589,Cl8Pt4Se32,-0.6127,-177.9019
265590,Ga5Hf6Ni16Si2,-0.6176,-196.1261
265591,As2Rh6Si2Tm1,-0.8618,-78.3106
265592,Au12Rb8Se10,-0.7895,-105.7749
265593,Lu5Sn16Tb9Y6,-0.7542,-194.416
265594,Co4Ir8La8Sb16,-0.7925,-233.2214
265595,C2Ge4Mo11Ni8W1,-0.2192,-221.1459
265596,Cl18Eu1Rb2Ta6,-1.9199,-168.5119
265597,O24Tm1V4W4Y3,-2.8696,-334.0992
265598,Co4Er5Pr2Sn13,-0.5277,-125.6233
265599,Al16Ir2Os6Sc12,-0.6868,-245.6836
265600,Bi11Lu12Si1Y8,-0.662,-175.3835
265601,Ca4La4Ru4Tb2,-0.2344,-77.414
265602,Co4Dy14Er5Ho1Sb8,-0.7541,-177.5125
265603,Cl4Cs4F8O8,-1.4967,-101.772
265604,C4Dy1I15La3Nd6,-1.4242,-149.0927
265605,Er8Pd15Pt9Sb1,-0.9698,-205.0102
265606,Ir1Lu2Ru7Yb2,-0.3406,-89.9679
265607,Ac3Al12,-0.3147,-62.0307
265608,Hf6Rh1Si1Zn22,-0.2714,-108.3878
265609,Ca1Eu9Ni1Si5,-0.4564,-134.8428
265610,C4K4O12Pd2,-1.8131,-150.9714
265611,Al13Dy2Ga5Ir6Tb2,-0.8288,-158.5518
265612,Al15Li1Pd7Zr6,-0.748,-167.3312
265613,Er2In2Ir2Ru2U2,-0.5485,-78.9322
265614,Nb12Pa8Si16,-0.6604,-307.9115
265615,Dy4Ir11Na1P12Ru8,-0.8501,-286.7293
265616,Hg3Ho8In5Pd4Tb2,-0.685,-96.3872
265617,Dy8Ge1Sc12Si15,-0.8352,-228.9149
265618,Co2Hg2Ho10In8,-0.4638,-92.8653
265619,Co5Ir1Sc6Sn6,-0.5543,-116.4091
265620,Gd4Os1Re4Ru3,-0.2374,-148.0636
265621,La3Mg4Sn2,-0.4392,-33.1808
265622,Al18Lu4Pt4Ru2,-0.8065,-150.9188
265623,Al8Ir4N4Ta2Ti10,-1.1039,-232.2433
265624,Co10P7Ta2Y2,-0.8858,-164.2267
265625,Co2Ga2Rh2Tb12,-0.4341,-98.4283
265626,Ca1Cs4F12Zn3,-3.0269,-92.8428
265627,B24Os4Sm2Yb2Zr4,-0.6901,-276.7661
265628,Au2Ir2Si4Th2,-0.8659,-69.4129
265629,Sb1Si15Tb1Ti12Y7,-0.8099,-259.3103
265630,Al1Co1Ga2I2Nd4,-0.8625,-47.656
265631,Fe8Ge1Hf2Si7Zr2,-0.6172,-159.714
265632,Au20In4Na2Th8,-0.6323,-159.9397
265633,Al1N4Nb4Pt4Si3Ta8,-0.9435,-235.563
265634,Er4Ga17Mg1Pd4Pr2,-0.6605,-120.1238
265635,Br8Dy1Er1Ho6Os2,-1.5278,-99.7187
265636,Br15Co1Zr6,-1.7033,-120.4221
265637,Ca1Sb1Si5Sr9,-0.533,-56.9949
265638,Co2In2Os2Y12,-0.3009,-125.1878
265639,Cs12Na8Sb12Sn4,-0.5046,-105.0781
265640,Ga2Ir4Nd2Si2,-0.9369,-71.1662
265641,Fe1Ga6Hf6Mn1Pd4,-0.6421,-127.8204
265642,Co4Ir7O24Sb1,-1.3432,-261.5376
265643,N8Na6Re2Sr2,-0.6431,-114.4714
265644,N8Pt1Ru2Sr8,-0.7194,-118.497
265645,Al6C6Dy1Pa1,-0.2851,-95.9467
265646,Hf2Rb12Se16W2,-1.3305,-156.1087
265647,O12Rh2Sc2Yb6,-3.2173,-166.788
265648,Be2Nd1P4Pd20Pr2,-0.6914,-167.1102
265649,Co6Fe10P12Ru4Tm4,-0.8341,-277.3372
265650,H20Mo4Rb4,-0.2194,-121.3018
265651,F8K2Mn8O28P8Tl6,-2.5207,-438.0692
265652,Br12Hf1Rb4Sn1,-1.7897,-69.7471
265653,Ag10Ca1O12Pb1Sn2,-1.1111,-130.3263
265654,Br37Ce1,-0.7033,-93.2233
265655,Au4In8Lu9Tb1,-0.6162,-93.9879
265656,Nd16Sb8Tb4Tl8,-0.7869,-175.0825
265657,Pd2Sc3Tc1Y3,-0.5163,-63.7636
265658,Cu3Li1O8Sm2,-2.1485,-93.3065
265659,B4Co9Er3Si2,-0.6075,-126.1814
265660,Ce4Co3Ru1Si4,-0.7059,-84.5043
265661,As8Yb12,-1.1776,-79.2995
265662,Er2Nd6Pb6Tb2,-0.5414,-77.9513
265663,As1Ga1Hf18Re6Ti2,-0.3493,-287.1548
265664,B2Cu7Ni6Sm1Sr2,-0.2603,-89.5176
265665,Bi12Lu16Sm3Tm1,-0.6091,-157.1393
265666,Cu5Ni3Pt2Yb2,-0.42,-58.0971
265667,Nb10Ni1P3Si2,-0.7184,-145.3775
265668,B24Ho1Rb2Th1,-0.2751,-181.9666
265669,K2Li8O10Ta2,-2.6151,-148.2203
265670,Co16Mn2P12Th6,-0.9299,-274.9769
265671,Ho4Sb4Sn2Tm6,-0.8744,-83.7107
265672,Ce10Ir1Pb6Rh1,-0.5063,-106.9229
265673,Ca14F2O34Si8Ta2,-3.5166,-478.2463
265674,Au3In4Pd5Zr8,-0.6128,-127.3661
265675,Mo9Si16Sm8Ta3,-0.6324,-280.5027
265676,Ga1Ir2Pr2Rh4Si3,-0.9546,-87.4553
265677,Cu2Mg2Rh2Th4,-0.4557,-60.3397
265678,Au1Co4Er11In1Tb1,-0.3377,-95.4163
265679,Ga4H2I18,-0.6307,-61.4658
265680,Er3Pt12Ta1,-0.9852,-114.1748
265681,Cd1Co5Ho2Tm10,-0.2415,-94.7348
265682,Au4Rb2Sb4Sc2,-0.642,-51.9421
265683,Al18Er1Pd6Tb1,-0.6271,-124.0071
265684,Al2Hg1Mg3Tb3,-0.3347,-29.511
265685,Li4Nd1Pr3Si8,-0.5592,-79.0957
265686,Cr2H12Li2Rb4,-0.2906,-73.5701
265687,Au1Er3Ge2Zn3,-0.6943,-36.2512
265688,Os2Re5Tc1Zr4,-0.3789,-133.7753
265689,Ac2Ga6Ni1Ru3,-0.4802,-65.7761
265690,Dy7Ho3Rh1Ru3,-0.4255,-87.1399
265691,Hf6Pt1Rh9,-0.9457,-147.2234
265692,Au3Mn2Pd9Ti2,-0.4455,-97.6831
265693,Be6F18K2Yb2,-3.7261,-166.4748
265694,Ac7Be3Nd1Pd1Si12,-0.6153,-129.885
265695,Cl17Cs2Gd10Ir2,-2.2515,-261.6553
265696,As2B4Nb7Ta3,-0.6514,-152.7407
265697,Co1Gd6I12Lu1,-1.4616,-143.7287
265698,Co4Er1Ga1Tm11Zn1,-0.2908,-91.7572
265699,Se2Sm10Sn6,-1.0509,-97.1511
265700,Al12Hf2Rh2Ru5Ti4Zr4,-0.7213,-212.6523
265701,O12Rh1Ru1Sc2Sr4,-2.8169,-151.7753
265702,Li4N12Np2Ta6,-1.3599,-237.3535
265703,Nd1Ni6Pa5Sb8,-0.781,-135.6737
265704,C4Cl12Nd11Pr1,-1.7771,-166.0797
265705,Ga12Li6Zn2,-0.2499,-55.3091
265706,Ca5La1O12Sb2,-2.9358,-141.3144
265707,Al1Ni9Tb1Y1,-0.4245,-71.9613
265708,Er8Ho2Os2Ru2,-0.3485,-91.5888
265709,I2La4Pd2Si2,-1.1865,-55.8679
265710,Ho1O18Sb6Tb1,-2.2836,-182.4287
265711,Cr2Hf18Os1P1Re6,-0.3574,-299.8495
265712,I12Rh1Tb3Y4,-1.4891,-95.2026
265713,Ag8Al6Tm4,-0.3794,-69.8669
265714,Ag3Dy3Hg1Si2,-0.5324,-38.264
265715,Co3Ga4Ir1Tm4,-0.6032,-67.4176
265716,Al12Be1Co2Pa3,-0.3627,-97.9747
265717,Cd6Ho20Os1Ru1,-0.2541,-124.8034
265718,Ir6Ni6Sn10,-0.2675,-133.6923
265719,Pb2Pd4Sn2Sr4,-0.6804,-51.0871
265720,B16Co4Pa1Y3,-0.5854,-178.2666
265721,Ca1Er2Sn4Th1Zn4,-0.5263,-45.9477
265722,Cd4Ir4Pr6Th1Tm9,-0.5297,-128.1396
265723,Ge2Ru3Tm3U1,-0.6761,-67.8734
